,index,studyName,eventNum,cast,bottle,datetime,stationID,gridLine,gridStation,lat,lon,percentIrradiance,depth,PO4,SiO4,NO2,NO3,NH4,Nitrite,notes,year,month,second
131,7812,LMG00-01,171.0,,1.0,2000-01-11 22:41:00,600.220,600.07,219.94,-63.842,-67.15094,-999.0,3096.1,2.16,135.74,0.01,33.83,0.06,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
132,7813,LMG00-01,185.0,,23.0,2000-01-12 12:30:00,notFound,601.14,240.39,-63.7082,-67.43292,100.0,3.9,1.43,26.7,0.2,22.46,0.4,-999.0,,2000,1,0
133,7814,LMG00-01,185.0,,21.0,2000-01-12 12:30:00,notFound,601.14,240.39,-63.7082,-67.43292,60.0,7.9,1.43,27.07,0.2,22.48,0.38,-999.0,,2000,1,0
134,7815,LMG00-01,185.0,,19.0,2000-01-12 12:30:00,notFound,601.14,240.39,-63.7082,-67.43292,30.0,17.5,1.44,27.88,0.2,22.51,0.39,-999.0,,2000,1,0
135,7816,LMG00-01,185.0,,17.0,2000-01-12 12:30:00,notFound,601.14,240.39,-63.7082,-67.43292,10.0,38.9,1.49,28.09,0.17,23.0,0.47,-999.0,,2000,1,0
136,7817,LMG00-01,185.0,,15.0,2000-01-12 12:30:00,notFound,601.14,240.39,-63.7082,-67.43292,-999.0,45.2,1.6,30.23,0.15,22.95,0.76,-999.0,,2000,1,0
137,7818,LMG00-01,185.0,,13.0,2000-01-12 12:30:00,notFound,601.14,240.39,-63.7082,-67.43292,5.0,51.2,1.73,34.41,0.14,24.69,0.78,-999.0,,2000,1,0
138,7819,LMG00-01,185.0,,11.0,2000-01-12 12:30:00,notFound,601.14,240.39,-63.7082,-67.43292,1.0,77.1,2.01,45.03,0.15,29.48,0.46,-999.0,,2000,1,0
139,7820,LMG00-01,185.0,,10.0,2000-01-12 12:30:00,notFound,601.14,240.39,-63.7082,-67.43292,-999.0,167.0,2.31,70.34,0.08,36.41,0.03,-999.0,,2000,1,0
140,7821,LMG00-01,185.0,,5.0,2000-01-12 12:30:00,notFound,601.14,240.39,-63.7082,-67.43292,-999.0,199.1,2.31,76.28,0.08,36.34,0.03,-999.0,,2000,1,0
141,7822,LMG00-01,203.0,,,2000-01-12 22:15:00,notFound,500.11,240.33,-64.35323,-68.8841,-999.0,0.0,1.53,45.51,0.19,23.11,0.58,-999.0,Couldn't find a depth of 0.0 in the log file. ,2000,1,0
142,7823,LMG00-01,219.0,,23.0,2000-01-12 01:15:00,500.200,499.95,199.99,-64.6096,-68.29334,100.0,2.8,1.51,48.19,0.13,22.94,0.87,-999.0,,2000,1,0
143,7824,LMG00-01,219.0,,22.0,2000-01-12 01:15:00,500.200,499.95,199.99,-64.6096,-68.29334,60.0,8.4,1.49,46.5,0.13,23.02,0.85,-999.0,,2000,1,0
144,7825,LMG00-01,219.0,,20.0,2000-01-12 01:15:00,500.200,499.95,199.99,-64.6096,-68.29334,30.0,17.9,1.5,46.07,0.13,23.1,0.85,-999.0,,2000,1,0
145,7826,LMG00-01,219.0,,17.0,2000-01-12 01:15:00,500.200,499.95,199.99,-64.6096,-68.29334,10.0,33.6,1.52,41.99,0.13,23.37,1.04,-999.0,,2000,1,0
146,7827,LMG00-01,219.0,,16.0,2000-01-12 01:15:00,500.200,499.95,199.99,-64.6096,-68.29334,5.0,44.7,1.69,45.49,0.11,29.52,1.43,-999.0,,2000,1,0
147,7828,LMG00-01,219.0,,14.0,2000-01-12 01:15:00,500.200,499.95,199.99,-64.6096,-68.29334,1.0,68.3,2.07,58.56,0.1,30.65,0.88,-999.0,,2000,1,0
148,7829,LMG00-01,219.0,,12.0,2000-01-12 01:15:00,500.200,499.95,199.99,-64.6096,-68.29334,-999.0,99.6,2.22,67.4,0.1,34.64,0.13,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
149,7830,LMG00-01,219.0,,11.0,2000-01-12 01:15:00,500.200,499.95,199.99,-64.6096,-68.29334,-999.0,249.4,2.23,82.54,0.02,35.28,0.08,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
150,7831,LMG00-01,219.0,,10.0,2000-01-12 01:15:00,500.200,499.95,199.99,-64.6096,-68.29334,-999.0,499.3,2.15,90.24,0.01,33.66,0.07,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
151,7832,LMG00-01,219.0,,9.0,2000-01-12 01:15:00,500.200,499.95,199.99,-64.6096,-68.29334,-999.0,999.5,2.12,107.17,0.01,33.2,0.07,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
152,7833,LMG00-01,219.0,,8.0,2000-01-12 01:15:00,500.200,499.95,199.99,-64.6096,-68.29334,-999.0,1999.5,2.18,129.08,0.0,33.86,0.07,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
153,7834,LMG00-01,239.0,,24.0,2000-01-13 01:15:00,500.160,500.04,159.98,-64.86108,-67.69485999999999,100.0,3.6,1.5,70.25,0.09,22.57,1.74,-999.0,,2000,1,0
154,7835,LMG00-01,239.0,,22.0,2000-01-13 01:15:00,500.160,500.04,159.98,-64.86108,-67.69485999999999,60.0,7.0,1.51,70.26,0.09,22.43,1.66,-999.0,,2000,1,0
155,7836,LMG00-01,239.0,,20.0,2000-01-13 01:15:00,500.160,500.04,159.98,-64.86108,-67.69485999999999,30.0,12.0,1.51,70.75,0.09,22.38,1.6,-999.0,,2000,1,0
156,7837,LMG00-01,239.0,,18.0,2000-01-13 01:15:00,500.160,500.04,159.98,-64.86108,-67.69485999999999,10.0,29.2,1.53,70.76,0.09,22.88,1.54,-999.0,,2000,1,0
157,7838,LMG00-01,239.0,,16.0,2000-01-13 01:15:00,500.160,500.04,159.98,-64.86108,-67.69485999999999,5.0,37.2,1.68,72.04,0.1,24.72,1.01,-999.0,,2000,1,0
158,7839,LMG00-01,239.0,,14.0,2000-01-13 01:15:00,500.160,500.04,159.98,-64.86108,-67.69485999999999,1.0,60.6,2.01,79.18,0.18,30.84,0.08,-999.0,,2000,1,0
159,7840,LMG00-01,239.0,,11.0,2000-01-13 01:15:00,500.160,500.04,159.98,-64.86108,-67.69485999999999,-999.0,149.5,2.24,95.18,0.02,34.68,0.04,-999.0,,2000,1,0
160,7841,LMG00-01,239.0,,10.0,2000-01-13 01:15:00,500.160,500.04,159.98,-64.86108,-67.69485999999999,-999.0,189.6,2.22,95.99,0.02,34.45,0.07,-999.0,,2000,1,0
161,7842,LMG00-01,239.0,,9.0,2000-01-13 01:15:00,500.160,500.04,159.98,-64.86108,-67.69485999999999,-999.0,299.5,2.19,102.19,0.02,33.69,0.07,-999.0,,2000,1,0
162,7843,LMG00-01,257.0,,23.0,2000-01-13 15:15:00,500.120,500.05,119.98,-65.11018,-67.08511999999999,100.0,3.5,1.54,73.9,0.09,21.92,0.97,-999.0,,2000,1,0
163,7844,LMG00-01,257.0,,22.0,2000-01-13 15:15:00,500.120,500.05,119.98,-65.11018,-67.08511999999999,60.0,7.5,1.55,73.28,0.09,21.97,0.9,-999.0,,2000,1,0
164,7845,LMG00-01,257.0,,20.0,2000-01-13 15:15:00,500.120,500.05,119.98,-65.11018,-67.08511999999999,30.0,15.6,1.6,72.66,0.09,22.05,2.53,-999.0,,2000,1,0
165,7846,LMG00-01,257.0,,18.0,2000-01-13 15:15:00,500.120,500.05,119.98,-65.11018,-67.08511999999999,10.0,33.4,1.72,68.73,0.09,23.01,1.67,-999.0,,2000,1,0
166,7847,LMG00-01,257.0,,16.0,2000-01-13 15:15:00,500.120,500.05,119.98,-65.11018,-67.08511999999999,5.0,43.7,2.0,71.27,0.09,25.18,1.09,-999.0,,2000,1,0
167,7848,LMG00-01,257.0,,13.0,2000-01-13 15:15:00,500.120,500.05,119.98,-65.11018,-67.08511999999999,1.0,73.7,2.09,77.59,0.15,30.42,0.11,-999.0,,2000,1,0
168,7849,LMG00-01,257.0,,12.0,2000-01-13 15:15:00,500.120,500.05,119.98,-65.11018,-67.08511999999999,-999.0,99.0,2.22,85.66,0.13,32.0,0.06,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
169,7850,LMG00-01,257.0,,11.0,2000-01-13 15:15:00,500.120,500.05,119.98,-65.11018,-67.08511999999999,-999.0,198.1,2.18,98.61,0.01,34.48,0.06,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
170,7851,LMG00-01,257.0,,10.0,2000-01-13 15:15:00,500.120,500.05,119.98,-65.11018,-67.08511999999999,-999.0,349.9,2.14,104.63,0.01,33.9,0.06,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
171,7852,LMG00-01,257.0,,9.0,2000-01-13 15:15:00,500.120,500.05,119.98,-65.11018,-67.08511999999999,-999.0,499.9,2.13,106.55,0.02,33.44,0.06,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
172,7853,LMG00-01,257.0,,8.0,2000-01-13 15:15:00,500.120,500.05,119.98,-65.11018,-67.08511999999999,-999.0,668.9,1.54,108.46,0.03,33.16,0.07,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
173,7854,LMG00-01,270.0,,24.0,2000-01-13 18:40:00,500.800,500.03,80.10,-65.35682,-66.46391,100.0,3.2,1.52,78.17,0.12,22.15,0.39,-999.0,,2000,1,0
174,7855,LMG00-01,270.0,,21.0,2000-01-13 18:40:00,500.800,500.03,80.10,-65.35682,-66.46391,60.0,6.3,1.53,78.32,0.13,22.05,0.41,-999.0,,2000,1,0
175,7856,LMG00-01,270.0,,20.0,2000-01-13 18:40:00,500.800,500.03,80.10,-65.35682,-66.46391,30.0,11.8,1.55,78.46,0.12,22.24,0.6,-999.0,,2000,1,0
176,7857,LMG00-01,270.0,,17.0,2000-01-13 18:40:00,500.800,500.03,80.10,-65.35682,-66.46391,10.0,21.1,1.6,77.55,0.11,22.66,0.88,-999.0,,2000,1,0
177,7858,LMG00-01,270.0,,15.0,2000-01-13 18:40:00,500.800,500.03,80.10,-65.35682,-66.46391,5.0,31.2,1.6,77.7,0.1,24.65,0.87,-999.0,,2000,1,0
178,7859,LMG00-01,270.0,,14.0,2000-01-13 18:40:00,500.800,500.03,80.10,-65.35682,-66.46391,1.0,58.9,2.01,83.26,0.17,30.29,0.06,-999.0,,2000,1,0
179,7860,LMG00-01,270.0,,12.0,2000-01-13 18:40:00,500.800,500.03,80.10,-65.35682,-66.46391,-999.0,69.8,2.11,88.2,0.17,32.12,0.06,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
180,7861,LMG00-01,270.0,,11.0,2000-01-13 18:40:00,500.800,500.03,80.10,-65.35682,-66.46391,-999.0,96.0,2.19,94.9,0.05,33.27,0.05,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
181,7862,LMG00-01,270.0,,10.0,2000-01-13 18:40:00,500.800,500.03,80.10,-65.35682,-66.46391,-999.0,150.1,2.22,100.68,0.03,33.95,0.07,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
182,7863,LMG00-01,270.0,,9.0,2000-01-13 18:40:00,500.800,500.03,80.10,-65.35682,-66.46391,-999.0,301.0,2.22,107.76,0.03,33.41,0.07,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
183,7864,LMG00-01,283.0,,23.0,2000-01-13 22:34:00,500.600,500.13,60.06,-65.47918,-66.14891999999999,100.0,2.4,1.53,79.59,0.12,21.62,1.11,-999.0,,2000,1,0
184,7865,LMG00-01,283.0,,22.0,2000-01-13 22:34:00,500.600,500.13,60.06,-65.47918,-66.14891999999999,60.0,5.8,1.55,79.73,0.12,21.66,1.18,-999.0,,2000,1,0
185,7866,LMG00-01,283.0,,20.0,2000-01-13 22:34:00,500.600,500.13,60.06,-65.47918,-66.14891999999999,30.0,10.9,1.56,79.88,0.12,21.7,1.31,-999.0,,2000,1,0
186,7867,LMG00-01,283.0,,18.0,2000-01-13 22:34:00,500.600,500.13,60.06,-65.47918,-66.14891999999999,10.0,19.7,1.57,78.82,0.12,21.89,1.3,-999.0,,2000,1,0
187,7868,LMG00-01,283.0,,16.0,2000-01-13 22:34:00,500.600,500.13,60.06,-65.47918,-66.14891999999999,5.0,27.6,1.67,78.21,0.1,23.7,1.31,-999.0,,2000,1,0
188,7869,LMG00-01,283.0,,14.0,2000-01-13 22:34:00,500.600,500.13,60.06,-65.47918,-66.14891999999999,1.0,59.6,2.03,84.07,0.18,30.89,0.02,-999.0,,2000,1,0
189,7870,LMG00-01,283.0,,12.0,2000-01-13 22:34:00,500.600,500.13,60.06,-65.47918,-66.14891999999999,-999.0,74.5,2.12,88.26,0.18,32.1,0.01,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
190,7871,LMG00-01,283.0,,11.0,2000-01-13 22:34:00,500.600,500.13,60.06,-65.47918,-66.14891999999999,-999.0,98.8,2.18,95.11,0.09,33.13,0.02,-999.0,,2000,1,0
191,7872,LMG00-01,283.0,,10.0,2000-01-13 22:34:00,500.600,500.13,60.06,-65.47918,-66.14891999999999,-999.0,149.7,2.23,98.67,0.03,33.77,0.08,-999.0,,2000,1,0
192,7873,LMG00-01,283.0,,9.0,2000-01-13 22:34:00,500.600,500.13,60.06,-65.47918,-66.14891999999999,-999.0,292.6,2.19,106.35,0.03,33.72,0.03,-999.0,,2000,1,0
193,7874,LMG00-01,300.0,,23.0,2000-01-14 09:15:00,400.400,399.98,40.01,-66.25395,-67.33657,100.0,2.8,1.82,75.05,0.11,22.5,1.66,-999.0,,2000,1,0
194,7875,LMG00-01,300.0,,22.0,2000-01-14 09:15:00,400.400,399.98,40.01,-66.25395,-67.33657,60.0,7.9,1.83,75.38,0.11,22.49,1.63,-999.0,,2000,1,0
195,7876,LMG00-01,300.0,,19.0,2000-01-14 09:15:00,400.400,399.98,40.01,-66.25395,-67.33657,30.0,14.1,1.83,75.39,0.11,22.53,1.55,-999.0,,2000,1,0
196,7877,LMG00-01,300.0,,17.0,2000-01-14 09:15:00,400.400,399.98,40.01,-66.25395,-67.33657,10.0,27.8,1.86,74.77,0.08,23.31,1.71,-999.0,,2000,1,0
197,7878,LMG00-01,300.0,,15.0,2000-01-14 09:15:00,400.400,399.98,40.01,-66.25395,-67.33657,5.0,35.6,1.94,76.05,0.1,25.12,1.0,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
198,7879,LMG00-01,300.0,,14.0,2000-01-14 09:15:00,400.400,399.98,40.01,-66.25395,-67.33657,1.0,52.3,2.22,85.62,0.16,30.66,0.21,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
199,7880,LMG00-01,300.0,,12.0,2000-01-14 09:15:00,400.400,399.98,40.01,-66.25395,-67.33657,-999.0,60.3,2.27,86.92,0.17,31.27,0.11,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
200,7881,LMG00-01,300.0,,10.0,2000-01-14 09:15:00,400.400,399.98,40.01,-66.25395,-67.33657,-999.0,74.0,2.3,90.45,0.17,32.41,0.08,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
201,7882,LMG00-01,300.0,,9.0,2000-01-14 09:15:00,400.400,399.98,40.01,-66.25395,-67.33657,-999.0,99.6,2.34,95.74,0.08,33.39,0.12,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
202,7883,LMG00-01,300.0,,8.0,2000-01-14 09:15:00,400.400,399.98,40.01,-66.25395,-67.33657,-999.0,168.3,2.38,102.31,0.07,33.84,0.12,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
203,7884,LMG00-01,314.0,,24.0,2000-01-14 13:15:00,400.600,399.83,60.20,-66.12911,-67.65517,100.0,2.9,1.74,65.17,0.26,21.88,1.33,-999.0,,2000,1,0
204,7885,LMG00-01,314.0,,21.0,2000-01-14 13:15:00,400.600,399.83,60.20,-66.12911,-67.65517,60.0,7.3,1.76,68.96,0.26,22.02,1.35,-999.0,,2000,1,0
205,7886,LMG00-01,314.0,,19.0,2000-01-14 13:15:00,400.600,399.83,60.20,-66.12911,-67.65517,30.0,12.7,1.79,68.33,0.11,22.77,1.49,-999.0,,2000,1,0
206,7887,LMG00-01,314.0,,18.0,2000-01-14 13:15:00,400.600,399.83,60.20,-66.12911,-67.65517,10.0,20.1,1.8,64.4,0.1,23.59,1.5,-999.0,,2000,1,0
207,7888,LMG00-01,314.0,,16.0,2000-01-14 13:15:00,400.600,399.83,60.20,-66.12911,-67.65517,5.0,27.7,1.83,62.19,0.09,23.82,1.68,-999.0,,2000,1,0
208,7889,LMG00-01,314.0,,14.0,2000-01-14 13:15:00,400.600,399.83,60.20,-66.12911,-67.65517,1.0,49.8,1.89,62.51,0.09,24.52,1.47,-999.0,,2000,1,0
209,7890,LMG00-01,314.0,,12.0,2000-01-14 13:15:00,400.600,399.83,60.20,-66.12911,-67.65517,-999.0,93.7,2.25,75.63,0.13,31.92,0.05,-999.0,,2000,1,0
210,7891,LMG00-01,314.0,,11.0,2000-01-14 13:15:00,400.600,399.83,60.20,-66.12911,-67.65517,-999.0,124.9,2.31,71.69,0.03,33.65,0.01,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
211,7892,LMG00-01,314.0,,10.0,2000-01-14 13:15:00,400.600,399.83,60.20,-66.12911,-67.65517,-999.0,159.3,2.37,97.64,0.01,34.75,0.02,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
212,7893,LMG00-01,314.0,,9.0,2000-01-14 13:15:00,400.600,399.83,60.20,-66.12911,-67.65517,-999.0,249.4,2.36,106.37,0.01,34.28,0.02,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
213,7894,LMG00-01,314.0,,8.0,2000-01-14 13:15:00,400.600,399.83,60.20,-66.12911,-67.65517,-999.0,354.4,2.33,107.04,0.02,33.85,0.06,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
214,7895,LMG00-01,325.0,,24.0,2000-01-14 15:34:00,400.800,399.90,80.05,-66.00364,-67.97065,100.0,3.9,1.57,60.86,0.13,23.71,1.47,-999.0,,2000,1,0
215,7896,LMG00-01,325.0,,21.0,2000-01-14 15:34:00,400.800,399.90,80.05,-66.00364,-67.97065,60.0,12.7,1.54,59.27,0.12,23.89,1.38,-999.0,,2000,1,0
216,7897,LMG00-01,325.0,,20.0,2000-01-14 15:34:00,400.800,399.90,80.05,-66.00364,-67.97065,30.0,17.8,1.53,58.75,0.11,24.07,1.19,-999.0,,2000,1,0
217,7898,LMG00-01,325.0,,18.0,2000-01-14 15:34:00,400.800,399.90,80.05,-66.00364,-67.97065,10.0,30.9,1.55,59.47,0.11,24.14,1.55,-999.0,,2000,1,0
218,7899,LMG00-01,325.0,,15.0,2000-01-14 15:34:00,400.800,399.90,80.05,-66.00364,-67.97065,5.0,44.1,1.63,61.86,0.1,25.07,1.26,-999.0,,2000,1,0
219,7900,LMG00-01,325.0,,14.0,2000-01-14 15:34:00,400.800,399.90,80.05,-66.00364,-67.97065,1.0,70.0,1.97,72.17,0.14,31.21,0.18,-999.0,,2000,1,0
220,7901,LMG00-01,325.0,,12.0,2000-01-14 15:34:00,400.800,399.90,80.05,-66.00364,-67.97065,-999.0,101.1,2.11,80.9,0.05,33.29,0.03,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
221,7902,LMG00-01,325.0,,11.0,2000-01-14 15:34:00,400.800,399.90,80.05,-66.00364,-67.97065,-999.0,249.7,2.2,102.0,0.02,34.33,0.01,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
222,7903,LMG00-01,325.0,,10.0,2000-01-14 15:34:00,400.800,399.90,80.05,-66.00364,-67.97065,-999.0,324.9,2.19,106.08,0.02,33.83,0.02,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
223,7904,LMG00-01,336.0,,23.0,2000-01-14 19:04:00,400.100,400.79,100.72,-65.87755,-68.28302,100.0,5.0,1.55,69.19,0.11,23.17,1.27,-999.0,,2000,1,0
224,7905,LMG00-01,336.0,,22.0,2000-01-14 19:04:00,400.100,400.79,100.72,-65.87755,-68.28302,60.0,6.4,1.54,68.97,0.11,23.11,1.27,-999.0,,2000,1,0
225,7906,LMG00-01,336.0,,21.0,2000-01-14 19:04:00,400.100,400.79,100.72,-65.87755,-68.28302,30.0,10.0,1.53,69.06,0.11,23.09,1.38,-999.0,,2000,1,0
226,7907,LMG00-01,336.0,,19.0,2000-01-14 19:04:00,400.100,400.79,100.72,-65.87755,-68.28302,10.0,24.9,1.53,66.88,0.1,23.21,1.68,-999.0,,2000,1,0
227,7908,LMG00-01,336.0,,16.0,2000-01-14 19:04:00,400.100,400.79,100.72,-65.87755,-68.28302,5.0,33.8,1.53,59.69,0.1,23.57,1.87,-999.0,,2000,1,0
228,7909,LMG00-01,336.0,,15.0,2000-01-14 19:04:00,400.100,400.79,100.72,-65.87755,-68.28302,1.0,54.8,1.61,63.13,0.1,24.53,1.74,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
229,7910,LMG00-01,336.0,,13.0,2000-01-14 19:04:00,400.100,400.79,100.72,-65.87755,-68.28302,-999.0,72.3,1.43,71.22,0.12,28.13,0.68,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
230,7911,LMG00-01,336.0,,12.0,2000-01-14 19:04:00,400.100,400.79,100.72,-65.87755,-68.28302,-999.0,90.3,2.01,77.02,0.15,31.53,0.11,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
231,7912,LMG00-01,336.0,,10.0,2000-01-14 19:04:00,400.100,400.79,100.72,-65.87755,-68.28302,-999.0,343.0,2.18,96.48,0.02,32.2,0.07,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
232,7913,LMG00-01,352.0,,24.0,2000-01-15 09:15:00,400.120,399.10,119.98,-65.75085,-68.59233,100.0,3.1,1.55,72.37,0.12,22.73,1.46,-999.0,,2000,1,0
233,7914,LMG00-01,352.0,,21.0,2000-01-15 09:15:00,400.120,399.10,119.98,-65.75085,-68.59233,60.0,7.1,1.55,70.43,0.12,22.77,1.44,-999.0,,2000,1,0
234,7915,LMG00-01,352.0,,20.0,2000-01-15 09:15:00,400.120,399.10,119.98,-65.75085,-68.59233,30.0,14.7,1.55,69.64,0.12,23.01,1.43,-999.0,,2000,1,0
235,7916,LMG00-01,352.0,,17.0,2000-01-15 09:15:00,400.120,399.10,119.98,-65.75085,-68.59233,10.0,29.7,1.59,69.99,0.11,23.72,1.38,-999.0,,2000,1,0
236,7917,LMG00-01,352.0,,15.0,2000-01-15 09:15:00,400.120,399.10,119.98,-65.75085,-68.59233,5.0,38.7,1.81,77.97,0.12,27.2,0.67,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
237,7918,LMG00-01,352.0,,14.0,2000-01-15 09:15:00,400.120,399.10,119.98,-65.75085,-68.59233,1.0,58.2,1.98,80.1,0.17,30.71,0.27,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
238,7919,LMG00-01,352.0,,12.0,2000-01-15 09:15:00,400.120,399.10,119.98,-65.75085,-68.59233,-999.0,80.7,2.09,81.72,0.1,32.89,0.2,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
239,7920,LMG00-01,352.0,,11.0,2000-01-15 09:15:00,400.120,399.10,119.98,-65.75085,-68.59233,-999.0,150.7,2.23,95.25,0.03,34.86,0.2,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
240,7921,LMG00-01,352.0,,10.0,2000-01-15 09:15:00,400.120,399.10,119.98,-65.75085,-68.59233,-999.0,338.6,2.21,105.2,0.03,34.38,0.2,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
241,7922,LMG00-01,364.0,,24.0,2000-01-15 12:52:00,400.140,400.05,139.88,-65.62354,-68.89860999999999,100.0,2.6,1.52,63.52,0.11,23.02,1.16,-999.0,,2000,1,0
242,7923,LMG00-01,364.0,,22.0,2000-01-15 12:52:00,400.140,400.05,139.88,-65.62354,-68.89860999999999,60.0,8.7,1.51,63.07,0.11,22.78,1.16,-999.0,,2000,1,0
243,7924,LMG00-01,364.0,,19.0,2000-01-15 12:52:00,400.140,400.05,139.88,-65.62354,-68.89860999999999,30.0,14.7,1.51,62.62,0.11,22.74,1.18,-999.0,,2000,1,0
244,7925,LMG00-01,364.0,,18.0,2000-01-15 12:52:00,400.140,400.05,139.88,-65.62354,-68.89860999999999,10.0,28.6,1.52,62.65,0.1,22.84,1.25,-999.0,,2000,1,0
245,7926,LMG00-01,364.0,,15.0,2000-01-15 12:52:00,400.140,400.05,139.88,-65.62354,-68.89860999999999,5.0,37.0,1.55,63.32,0.1,23.22,1.16,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
246,7927,LMG00-01,364.0,,14.0,2000-01-15 12:52:00,400.140,400.05,139.88,-65.62354,-68.89860999999999,1.0,56.3,1.66,66.37,0.1,25.46,0.54,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
247,7928,LMG00-01,364.0,,12.0,2000-01-15 12:52:00,400.140,400.05,139.88,-65.62354,-68.89860999999999,-999.0,83.7,2.04,77.06,0.14,31.73,0.25,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
248,7929,LMG00-01,364.0,,11.0,2000-01-15 12:52:00,400.140,400.05,139.88,-65.62354,-68.89860999999999,-999.0,124.1,2.19,93.23,0.04,33.88,0.23,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
249,7930,LMG00-01,364.0,,10.0,2000-01-15 12:52:00,400.140,400.05,139.88,-65.62354,-68.89860999999999,-999.0,180.3,2.24,98.83,0.02,34.87,0.22,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
250,7931,LMG00-01,364.0,,8.0,2000-01-15 12:52:00,400.140,400.05,139.88,-65.62354,-68.89860999999999,-999.0,351.4,2.25,98.15,0.03,34.82,0.2,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
251,7932,LMG00-01,372.0,,24.0,2000-01-15 14:42:00,400.160,400.09,160.17,-65.49565,-69.2019,100.0,2.4,1.58,65.37,0.12,23.24,0.88,-999.0,,2000,1,0
252,7933,LMG00-01,372.0,,22.0,2000-01-15 14:42:00,400.160,400.09,160.17,-65.49565,-69.2019,60.0,7.0,1.56,64.92,0.12,23.01,0.87,-999.0,,2000,1,0
253,7934,LMG00-01,372.0,,19.0,2000-01-15 14:42:00,400.160,400.09,160.17,-65.49565,-69.2019,30.0,13.1,1.54,64.31,0.13,23.0,0.99,-999.0,,2000,1,0
254,7935,LMG00-01,372.0,,18.0,2000-01-15 14:42:00,400.160,400.09,160.17,-65.49565,-69.2019,15.0,24.7,1.54,63.86,0.12,23.1,0.97,-999.0,,2000,1,0
255,7936,LMG00-01,372.0,,15.0,2000-01-15 14:42:00,400.160,400.09,160.17,-65.49565,-69.2019,5.0,32.2,1.56,63.73,0.12,23.15,1.21,-999.0,,2000,1,0
256,7937,LMG00-01,372.0,,13.0,2000-01-15 14:42:00,400.160,400.09,160.17,-65.49565,-69.2019,1.0,49.8,1.59,65.31,0.12,23.76,1.09,-999.0,,2000,1,0
257,7938,LMG00-01,372.0,,12.0,2000-01-15 14:42:00,400.160,400.09,160.17,-65.49565,-69.2019,-999.0,75.9,2.04,79.56,0.26,31.02,0.25,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
258,7939,LMG00-01,372.0,,11.0,2000-01-15 14:42:00,400.160,400.09,160.17,-65.49565,-69.2019,-999.0,149.7,2.22,97.83,0.04,34.89,0.17,-999.0,Matched bottle number based on closestt depth value from the log file. ,2000,1,0
